task_lang,transfer_lang,bleu,new_gen,new_typ,new_geo,script,distals_asjp,distals_wiki_size
ukr,jpn,8.497373413192204,19.398571,0.10662850234586263,0.39152154392274235,0.4788,0.5127178053230672,0.055613833185658934
guj,jpn,8.482466951221078,18.619865,0.09776447636909702,0.28970714062265923,0.6791,0.5002950852780523,0.9791789304300889
tha,jpn,8.413014226690658,20.414766,0.12726390566875767,0.22186223808965502,0.6331,0.4863827728282475,0.8803694914909002
afr,jpn,8.297783883956372,20.247972,0.23204025929777217,0.6878607022979906,0.4973,0.5011001829718567,0.9142008439506123
zho,jpn,8.143742206082917,17.740639,0.1155076923149555,0.153996552076154,0.5922,0.45896802847781987,0.01831091903190485
oci,jpn,7.661655281318649,18.450686,0.11318418847604406,0.4823287468696394,0.3455,0.5012196495506319,0.9387786140334796
ell,jpn,7.611741981761151,17.141483,0.11495914750434388,0.45207357758123917,0.432,0.49455488584421736,0.824668072119416
lim,jpn,7.582200051646798,19.020857,0.15039389565142958,0.45650290500597196,0.3455,0.5040356238480515,0.9897320473780159
ron,jpn,7.5298275095921055,18.92985,0.10613220457112404,0.42470172229088493,0.3455,0.5055280041386048,0.6492784324109626
khm,jpn,7.467572355804609,19.828684,0.14035694277616018,0.2149864017716245,0.7048,0.4984074712547274,0.9920574945598115
kaz,jpn,7.252892685403697,19.989857,0.13382928981495457,0.2727344301907862,0.4973,0.4777723188838304,0.8369640862689982
tam,jpn,6.942935340887397,19.198215,0.10742073616984038,0.28934495128318644,0.6659,0.48563688326561144,0.8800225415610031
tel,jpn,6.936522063623818,17.323233,0.09894484071258969,0.2891224380253098,0.5933,0.485489177384676,0.9214148224342849
mlt,jpn,6.831220845257519,18.673946,0.11877278742836761,0.4850655579986504,0.3455,0.48384228724162376,0.9948432784392006
ind,jpn,6.779093528041272,21.03078,0.11319283288782078,0.24820753846419302,0.4973,0.4898232252213196,0.4953766036249817
est,jpn,6.606559458825081,19.359798,0.09765689827321311,0.37804815391055663,0.5922,0.4854913190057843,0.827014567144317
nld,jpn,6.5943704441977244,18.094847,0.1147879659342359,0.45340843681949716,0.3455,0.5045118280320249,0.3296343025367513
heb,jpn,6.576130255795854,20.22443,0.13365687005354654,0.4448712575165592,0.6506,0.5079239723191545,0.7402105463273212
kor,jpn,6.57159648157413,18.222574,0.08677795824301204,0.05633454975168989,0.238,0.507634922992277,0.5103042771254078
bul,jpn,6.410111961375932,18.321577,0.11025280323108522,0.4358051911356027,0.3455,0.5011762790399997,0.7924193816686866
asm,jpn,6.357313357307614,20.63458,0.08580715535773875,0.29060276435943466,0.6791,0.5047013855822347,0.9867215268512766
mal,jpn,6.211032636257569,19.078339,0.08827348849307926,0.28908444247459486,0.631,0.48469065926239163,0.9407639009121863
mkd,jpn,6.021073672115474,18.566933,0.11227011255569552,0.44780421149579847,0.4788,0.494865479158331,0.8947723268390553
msa,jpn,6.017073215579488,22.911467,0.11810717561123207,0.24156831346562588,0.5922,0.47102781742367866,0.7064151788896924
kan,jpn,5.787487087974588,18.765814,0.09334039978364861,0.2902783136263841,0.6277,0.4734522513043635,0.9769451432102034
amh,kor,0.945850110638028,21.877487,0.11688966888520091,0.4571816593218713,0.6116,0.49506306301628233,0.9785841348453568
tgk,kor,0.8861457668009075,21.528818,0.10257938326070382,0.24686102921114947,0.4477,0.4921482214313623,0.8393532813581036
dzo,kor,0.7943895628095573,23.534441,0.09379484518969416,0.18856864480911434,0.7254,0.5165845321160609,0.9995493877913207
fry,lav,3.349280118601054,22.944273,0.07419441158128681,0.07186975339904535,0.0,0.4793143716346665,0.5782766195789749
swe,lav,3.3223069914973644,21.491817,0.10227365904732244,0.04423902940058965,0.1864,0.4880438728646927,0.9474525932749532
bre,lav,3.2158407139343463,22.522387,0.09443328158663045,0.11168187081765879,0.2566,0.48895422931263055,0.35057538152668866
bul,lav,3.164390202439049,16.062473,0.07906772163933107,0.07932156388867555,0.0,0.4211623698167516,0.5503447463791817
khm,lav,3.147618319372667,23.497576,0.12021566158456443,0.40354438257761716,0.6502,0.4862848899002579,0.9149075461541819
wln,lav,3.141470051149756,21.854866,0.1344077637896941,0.08016520937447248,0.0,0.4715111302420842,0.9073933980243537
heb,lav,3.130621953044604,23.543034,0.0767874755799649,0.15325083991413643,0.5829,0.5026772198904356,0.6407101432988263
hrv,lav,3.12267638308053,21.519337,0.04006235827933591,0.07411794073813313,0.0,0.4207527983609502,0.916391463113025
kor,lav,3.0366960154861147,20.841854,0.11432364226673342,0.3559777109383041,0.2566,0.4937878029095157,0.8093924222277991
pan,lav,3.0323873145476985,20.273699,0.10722465820123572,0.2831285145618332,0.5722,0.4930449146791145,0.5705587965724428
ori,lav,2.8754323830164163,20.449291,0.06953708685845639,0.2923416673075158,0.658,0.4615209620609277,0.8561109737113927
asm,lav,2.7832502486021373,21.521704,0.08134108016277397,0.2923164849751619,0.6185,0.4970388577744385,0.8577403727250243
slv,lav,3.5253108018567807,15.906607,0.05775779014047944,0.07452951082376183,0.0,0.40896171538056486,0.2951533267364298
glg,lav,2.767443843478481,25.398537,0.081946115306471,0.14278173736657565,0.0,0.4766551363095491,0.3935059778532669
bos,lav,2.6691434679720083,21.523493,0.04010778160910122,0.08208438908948039,0.0,0.43844065355937306,0.3032064244875394
tur,lav,2.639629225032388,21.886412,0.07199763301203033,0.1064834738171622,0.0,0.49048287439413946,0.787396984023148
kan,lav,2.455361312998177,21.941189,0.07853776980973293,0.29194281196588084,0.554,0.5011034972377675,0.7530005673800136
kin,lav,2.438325225799035,23.22562,0.09056036224401298,0.331608698609014,0.0,0.495417912926865,0.9398868149613745
mya,lav,2.389010636004593,22.70619,0.0986657970052327,0.34927154887294604,0.6185,0.5045070910498062,0.20280925847796671
eus,lav,2.3884740743220307,21.171824,0.10018176124493172,0.13598718583323763,0.0,0.5027208913201646,0.7087088168798615
ara,lav,2.288045503513417,23.606878,0.06772583819021538,0.15749002606051857,0.5335,0.49875228957381135,0.8926075826355412
fin,lav,2.7240592271096413,22.807142,0.06612793456997046,0.043179362808069985,0.0,0.48801044281391953,0.772129196516481
tel,lav,2.1988376884510163,20.497704,0.09921998030101298,0.29116950670939246,0.5096,0.4945851299618734,0.15807352663049012
ell,lav,3.560963850752676,19.931246,0.07275496522908131,0.11306748072090782,0.2736,0.4820215007037033,0.4676399403643968
msa,lav,3.7134332159946783,26.132627,0.09447164027443056,0.4793404856171271,0.658,0.5049129151967251,0.6820690006059176
guj,lav,7.017458578141267,19.557322,0.10058648039916651,0.28519283242954885,0.6185,0.47387006624796746,0.7769323653927288
oci,lav,6.760887132997942,19.901356,0.05291016060928233,0.09960359797588722,0.0,0.4641619376361471,0.3441014300885986
zho,lav,6.667848361332668,20.80047,0.13957345172170288,0.30479928329053285,0.658,0.4918175209182533,0.9083694203919598
ita,lav,6.042044873461138,20.951345,0.07047612923755175,0.10497405284685256,0.0,0.46920308350216317,0.9289609438664648
yor,lav,5.961409154135314,21.596058,0.09999948957599081,0.2769414333418599,0.3776,0.4825445657943371,0.7397326039832987
kir,lav,5.786884077704057,24.42723,0.07987031315919368,0.19538073879316414,0.3776,0.5058141996526669,0.44702998385149195
fra,lav,5.748515542567947,21.198536,0.0788332134823293,0.1687002406341333,0.0,0.48202367592652107,0.9492630681535091
gle,lav,5.569883187699491,21.293682,0.0854178477606159,0.10819838940453512,0.1864,0.486881289180251,0.5465106129158968
slk,lav,5.3173114082916095,20.682882,0.1344077637896941,0.05291631384881002,0.0,0.42790858146381844,0.46230746966840586
bel,lav,5.315388556996961,16.842113,0.044413175254106374,0.035030565695174334,0.3776,0.4346576493168232,0.34786214120488235
mkd,lav,3.629830761163477,16.30983,0.04961809703045594,0.11283532394607491,0.3498,0.42724794579227793,0.112973680984366
ind,lav,4.844841815463439,24.250748,0.08416794655448034,0.5174569994414467,0.3776,0.49992313656199194,0.8150309394034393
sme,lav,4.757177957861101,22.840862,0.06709024383174189,0.05426227261199128,0.0,0.48975610971432987,0.9425127660503076
por,lav,4.580289931124412,20.81849,0.07110152993760133,0.48673990370007614,0.0,0.4661958102711743,0.8810302050042534
nld,lav,4.473074513715893,20.499834,0.09847217684282128,0.07576290004809415,0.0,0.48046964621802263,0.9374282564624941
vie,lav,4.439325439017927,22.936338,0.13052550664309792,0.3900711297574608,0.3455,0.4858070987053022,0.8939527765328265
cat,lav,4.392980928278275,19.68046,0.07318903686095202,0.14776626630165204,0.0,0.4743453419189006,0.8239897984398066
ukr,lav,4.103672634173913,16.938694,0.05088982318839674,0.05149480667038437,0.3498,0.4277733324304105,0.9011636141416683
dan,lav,3.995834394506789,20.857826,0.05515115985542085,0.04869157541288396,0.1864,0.4779157334203657,0.5574519865311194
pol,lav,3.8775153161361455,18.586073,0.09153452906113513,0.034960883301243646,0.0,0.427525101059224,0.9176185767790263
hun,lav,3.852500534843848,21.850246,0.08914185468283431,0.059965785279609704,0.0,0.4873263431566653,0.7548504215586972
spa,lav,3.8184473900949127,19.39183,0.06129894686356174,0.4514841814698576,0.0,0.47955664972541484,0.9333027680947426
cym,lav,5.130650195147484,21.26494,0.05417952790858016,0.11270003492259892,0.2566,0.4775202032809658,0.5132853961544044
hye,lav,2.1805422636801373,19.103262,0.06494265644682518,0.13359243005780494,0.195,0.4744271262077522,0.5736050370646072
xho,lav,2.1470599398553016,23.036102,0.07871664218380392,0.48043191473501834,0.0,0.4977621808446237,0.9833204824184937
tha,lav,2.1055233690603266,23.933826,0.11588430430422936,0.3878488878080922,0.6327,0.50938036320461,0.2197666235328838
fry,msa,11.346101054513843,28.231926,0.0821907627227424,0.5452112769294744,0.658,0.5027720632703533,0.8659210641948927
afr,msa,10.241181092510107,27.825003,0.2183108241123144,0.48762789469429396,0.5765,0.5117673732466771,0.7077534331478578
yor,msa,9.801469742301345,26.00799,0.047028609957364464,0.5722395850991332,0.5765,0.5095840780932333,0.9172529266747147
est,msa,9.225950033815192,27.413427,0.06499459121450868,0.4766774821326374,0.0,0.5145350048311301,0.4107820962900264
cym,msa,8.873914865916973,26.617777,0.07903624364046435,0.5752260355207393,0.6244,0.478801871316599,0.3467814672457574
guj,msa,8.812219018066127,25.934628,0.0929062275371253,0.21271281303001008,0.6082,0.4899834984240353,0.9290798839968363
khm,msa,8.272960216500502,27.830757,0.0611767832692689,0.07935899880959739,0.641,0.49276515680767546,0.9729464711079042
ell,msa,8.178849846787665,24.902658,0.11063848891883332,0.4786295294187589,0.658,0.483643746555073,0.40278953381344207
bel,msa,8.105809425197936,26.935102,0.08991323029672726,0.4568749715576,0.5765,0.48334225634555616,0.7926651588105513
lim,msa,8.000400391504343,26.529675,0.10096252332005806,0.5473320999108449,0.658,0.5061544188727539,0.9650256011766828
zul,msa,11.373488079584618,28.418007,0.10090358662456322,0.4892580582022712,0.658,0.4679674407838645,0.9728840292135559
tha,msa,7.832582214564768,28.067713,0.07391687426530236,0.09319808470933318,0.658,0.47198426791634923,0.5925180734594198
ron,msa,7.787565544318313,25.801508,0.0814468558495679,0.4753621547088607,0.658,0.47496901379273987,0.16291198420303743
oci,msa,7.629703435114929,25.37637,0.08853879470241766,0.5491201833959402,0.658,0.474930134053632,0.7914695121669187
wln,msa,7.591190412394859,27.160452,0.10096252332005806,0.5484935484283534,0.658,0.4962349859835081,0.9705574904833928
mlt,msa,7.558901754733368,26.473835,0.08051351196318934,0.4965644165679921,0.658,0.517838427576309,0.9824353263860944
heb,msa,7.356636833126409,27.976252,0.089949890147631,0.4387290595588078,0.641,0.48999335606145306,0.11511278856249507
ces,msa,7.32212588786656,25.9442,0.09805013119829864,0.510131779839864,0.658,0.472700985660161,0.25063299036606856
asm,msa,7.102831526100972,27.935852,0.09014749359466812,0.20756255087354888,0.6082,0.4868001880345563,0.9547712545270374
pan,msa,6.140754861178008,26.44563,0.12670501959569525,0.21692926629433507,0.5304,0.4821272462360409,0.8634673290132793
ukr,msa,6.099951285025624,26.746689,0.082130442950196,0.45153486071537774,0.7125,0.49920946847354786,0.6891263008429642
kaz,msa,7.824183224829818,27.552954,0.0915515119569974,0.3163806050035846,0.5765,0.47213216897744276,0.4446718562818859
rus,msa,11.671497412264175,25.260632,0.09933277280682717,0.36183313215455265,0.7125,0.48898457803275086,0.7904438170065397
deu,msa,12.661238866318763,28.263248,0.08401130245837185,0.5298303723655048,0.658,0.5019957830978556,0.8582904148197914
ibo,msa,15.524860683866285,25.2224,0.07540374996680976,0.5721870243990709,0.658,0.4727333474819556,0.8996026845389244
kur,lav,1.893820052308646,17.360891,0.08492424510505525,0.120720729790728,0.3776,0.476299682582101,1.0
arg,lav,1.744359522620875,22.153154,0.06944417990871432,0.12403690139451853,0.0,0.48381509641633275,0.6361493809738569
hin,lav,1.7250202316547931,21.25443,0.1085652538699835,0.29119918790574545,0.4287,0.4640266346205476,0.1746872223422904
mar,lav,1.7188960343673487,21.53912,0.10310569401244118,0.2919069777691488,0.6019,0.48390808428711035,0.2693527503382458
tam,lav,1.5117353135187566,22.367147,0.08727626205504124,0.29632854783118723,0.6022,0.5006306123887557,0.22202289665944186
mon,lav,1.4561014649341484,20.447222,0.0853500525290849,0.25838701813247394,0.5253,0.5010274952466297,1.0
jpn,lav,1.4344340073406927,18.728981,0.09035302046001004,0.3873160410489062,0.3455,0.486296778097184,0.9066602844174669
sin,lav,1.4120078275734609,22.31158,0.07609557322216187,0.3643438144263629,0.554,0.4968719129923479,0.8232029329182246
ben,lav,1.327495998912212,19.64118,0.10065060312318796,0.30669013888133023,0.6185,0.4671862747530801,0.21797796271751435
isl,lav,1.161359016279302,25.051224,0.0741157590704461,0.12287735332778785,0.1864,0.482403405749254,0.5596258201550839
mal,lav,1.1426612574864004,22.247025,0.08767722698908598,0.29031571317772054,0.615,0.4937153293969388,0.3653709064986834
fas,lav,0.9616868516768464,17.690191,0.06080914820757655,0.17306386751931913,0.658,0.48019975975392826,1.0
tgk,lav,0.7378819522298431,20.243101,0.08504860312306306,0.19061703433636237,0.3776,0.4797039372035294,0.15718608609628004
urd,lav,0.4833436625752474,21.966476,0.10585503006651864,0.24804607361265452,0.4681,0.4792844506340261,0.40837554385949815
aze,lav,0.3728288921821775,20.892824,0.06633432566021646,0.173800191563188,0.658,0.4903336753244086,1.0
kat,lav,0.1861184702338194,20.22389,0.08593148668266692,0.1091371839954204,0.2804,0.5042063255811468,0.25777993737177407
amh,lav,0.1547573049193114,22.711498,0.07768369245945472,0.27634681493741026,0.572,0.5003897339972069,0.8876442090868092
uig,lav,0.1054088457685168,22.572155,0.08755948020760418,0.2994830437283078,0.3776,0.4990563921888129,0.9301758878042393
tat,lav,0.0876586194214182,23.425095,0.05677787517051125,0.18200427459092447,0.3776,0.49457989552871934,0.7267760431676124
hau,lav,0.077137300304329,21.145733,0.09104687348574791,0.2683770532552753,0.3776,0.492082070362553,0.49327872906876935
gla,msa,41.72280794505688,27.364777,0.06568770811170432,0.5726470688353028,0.6244,0.4940187696425541,0.9630020212672467
ind,msa,31.3221649516836,17.766333,0.03238441145106585,0.04062395285998426,0.5765,0.015124906348930817,0.4182100488814319
msa,msa,29.798827324681163,0.0004472136,-2.220446049250313e-16,1.385090778673047e-19,0.0,0.0,0.0
tuk,msa,16.78666389555208,25.875587,0.10097131876429,0.3309120958055338,0.5765,0.5059978719762054,0.9838946165836421
kir,msa,16.156516642814648,28.554047,0.10641891190654607,0.2868506214990573,0.5765,0.5061645696387302,0.824193690130943
afr,lav,7.1064861705983065,22.66999,0.20626341876559195,0.4775446477770985,0.3776,0.4684985625803983,0.0807861850240773
kaz,swe,8.041197163616358,24.287457,0.1465867608336433,0.18614522365550634,0.4161,0.49636261891635086,0.9082157641455705
lim,lav,7.962184714312341,21.244543,0.1344077637896941,0.07676136528662036,0.0,0.46239645231539617,0.8899937442716441
ita,lit,5.945556513737869,21.055593,0.07449471564871102,0.09401812288857697,0.0,0.4515172160403308,0.8844505627098955
gle,lit,5.791545317683861,21.39392,0.09797307212914841,0.10219316052262882,0.1864,0.4924743743733557,0.7211976208577434
ori,lit,5.691790110182034,20.529726,0.08462672653004177,0.2968356157699307,0.658,0.44106024470215643,0.9115379455301641
fra,lit,5.678404249500977,21.302465,0.092381889059997,0.15917283284778072,0.0,0.47099344379532965,0.9174732289000551
bel,lit,5.630658457262708,16.848362,0.052705025775433456,0.034622381948028635,0.3776,0.45346933702188513,0.5990698090425294
asm,lit,5.578465020939614,21.600603,0.08656401347916143,0.29681043343757674,0.6185,0.47094975562518737,0.9125396896382094
slk,lit,5.3158621778379205,20.864367,0.1642632791233456,0.0469831043161103,0.0,0.4453814664948,0.12540970141664776
mkd,lit,5.2976895533154105,16.47768,0.07189807091765288,0.10388395790553474,0.3498,0.43350786002579794,0.3069048790304548
wln,lit,5.1589651676487485,21.95862,0.1642632791233456,0.07563530736615086,0.0,0.4458919679682414,0.9430660525021243
guj,lit,5.120990546232488,19.629223,0.10305848641993931,0.28949820697849044,0.6185,0.46048969332226813,0.86285944277984
bre,lit,4.983709791456189,22.622309,0.08807971554377936,0.10666223780180371,0.2566,0.488750730728107,0.6007378918653012
kaz,lit,6.540805764755513,23.519327,0.1544378697756411,0.173109011793497,0.3776,0.5077232926442384,0.06877667881311822
msa,lit,4.854591551032168,26.233221,0.11938216717390548,0.4852883042936709,0.658,0.4750524486937574,0.4828654816582717
vie,lit,4.493592898771296,23.039497,0.15102081590915506,0.39398344882833936,0.3455,0.4976715590208302,0.8275076040597155
por,lit,4.465405880149789,20.922018,0.08746109000796587,0.47870281995098496,0.0,0.47527423218781,0.8064882388015269
cat,lit,4.420295303563283,19.784292,0.08300326921431567,0.13885404297585188,0.0,0.4590876032934956,0.7137084745415507
ukr,lit,4.350641986138159,16.950579,0.05905165788265665,0.0500752072326315,0.3498,0.4388897900875315,0.839236479321315
nld,lit,4.211598332689229,20.595507,0.09889150264870228,0.06971071971954143,0.0,0.47807228754364167,0.898223172582294
dan,lit,3.920894775997727,20.949043,0.08027662682853909,0.048260213661536135,0.1864,0.48014384395491544,0.28016816785882137
spa,lit,3.8812352012847686,19.495028,0.08936171862653741,0.4461629423296886,0.0,0.4650888199163293,0.8915128095033634
hun,lit,3.789956165768261,21.959085,0.09826076805186157,0.053155235329534097,0.0,0.4932378420281715,0.6012489835513646
pol,lit,3.784458750258737,18.796713,0.08818413487824672,0.026184847110836094,0.0,0.44858564688118563,0.8660014981273408
slv,lit,3.75592076585836,16.121964,0.06254548411310468,0.06700439708915396,0.0,0.41639251800512883,0.12776262242296854
ind,lit,4.938646838569582,24.351362,0.11299336177614616,0.5237190636520695,0.3776,0.5031911166557316,0.6991363338522416
heb,lit,3.646323015076038,23.651726,0.09601817459864948,0.14513453353336533,0.5829,0.49750104688576147,0.4155927313022866
tat,kor,0.532533382640713,22.711016,0.07903546587966659,0.19053470814944692,0.4477,0.4991086696602691,0.3023760435138879
kat,kor,0.3077120764766166,20.206724,0.11316469155334719,0.33677838547655603,0.3743,0.4855953966456638,0.7431926360259609
hau,kor,0.1449695227703134,20.299025,0.1438869170529795,0.579815110813891,0.4477,0.48103151014949036,0.9034150859421469
uig,kor,0.1158392174495099,21.864115,0.0866627368822227,0.10982039929839839,0.4477,0.5007753474420198,0.9866909951042717
gla,lit,57.88215540350752,22.108137,0.10344689762930304,0.11017290441271829,0.2566,0.4981649208105151,0.9284557935691606
lit,lit,42.82618348357,0.0004472136,0.0,6.487637875273808e-18,0.0,0.0,0.0
tuk,lit,20.4821915621371,21.867418,0.09835124713323473,0.17602441266694469,0.3776,0.5175298390763118,0.9688564912123787
ibo,lit,18.61220899123935,21.105461,0.11920113910435193,0.26962525130018594,0.0,0.5088947845862013,0.8058584142033004
est,lit,17.388495771301447,23.265587,0.07815892925457602,0.023963799560323382,0.658,0.48434963150778787,0.12233739829420787
kir,lit,13.008908533016148,24.525845,0.07975095363014595,0.20141249213288606,0.3776,0.522054437496964,0.6600375654040517
deu,lit,12.879290715487857,23.057,0.09397211995165111,0.05712704413375932,0.0,0.4787964007606662,0.9267170819234267
oci,lit,6.637089289889191,20.005392,0.07253230957911294,0.09273626001352926,0.0,0.4428308027047561,0.5967577478645857
yor,lit,12.308905078704312,21.701992,0.1264923394345484,0.26942612217833123,0.3776,0.5059091989693608,0.8399892670274138
lav,lit,11.681464574032873,12.800504,0.055138414284856,0.013202857665401024,0.0,0.27983670657533916,0.38520638611868874
mlt,lit,9.079610340996735,22.072906,0.07362051631747701,0.14999521649098635,0.0,0.5000507256518999,0.9660346138365905
fry,lit,9.0669805739326,23.03709,0.08133513251989666,0.06824266644787269,0.0,0.48725073904555655,0.740727158892715
zho,lit,8.845766776018728,20.903801,0.16026863097805233,0.3127774651241987,0.658,0.5040196417819334,0.8509571707657166
ces,lit,8.494315312549528,16.634829,0.05015536904397899,0.04911534645774669,0.0,0.4419351756370041,0.6124764524117756
cym,lit,8.460759168626439,21.364925,0.08109062855408966,0.1070109143210697,0.2566,0.47855127039662543,0.20832846526678772
rus,lit,8.44035505275447,15.670362,0.07058422378500995,0.16412511942286614,0.3498,0.4257939370434323,0.8916312642421458
ron,lit,8.361333755645523,20.60616,0.0811673826808571,0.057709426301355136,0.0,0.46313795249369505,0.5671128921412047
afr,lit,7.977569071394472,22.765978,0.20464246072685022,0.47120338270781803,0.3776,0.47831202170497267,0.4348732167613255
lim,lit,7.975819639075491,21.335005,0.1642632791233456,0.07276584676222152,0.0,0.48348119487513036,0.9323688564912124
dzo,lit,7.575446474361397,24.64565,0.11198555036567936,0.30910629865910244,0.6996,0.5072343514593023,0.9985465766289522
zul,lit,12.122960240934969,24.254604,0.10083400482633464,0.47390108672651976,0.0,0.5011793559972126,0.947564956844506
bul,lit,3.501740422392074,16.242928,0.07610366171529992,0.07473120198742739,0.0,0.4310367110246669,0.26860780029568376
arg,lit,3.495232016245637,22.255312,0.08593080860570401,0.11768150289615963,0.0,0.4746319392116945,0.7763069630159654
swe,lit,3.3132469739069115,21.581913,0.0984386292975381,0.05203287094918045,0.1864,0.48243731463205014,0.914528379055038
jpn,lit,1.571399715167288,18.835217,0.11850422132731775,0.3967721218316473,0.3455,0.49864792587352086,0.8481771549426785
mal,lit,1.5709532113447988,22.354532,0.10567148120409309,0.29476652986497515,0.615,0.48689613004748283,0.609834086132105
isl,lit,1.4418404455360965,25.140512,0.09010600349595621,0.12286153880521922,0.1864,0.48438941065734625,0.7292607665131255
fas,lit,1.0050113893551982,17.76275,0.07746749062984026,0.17391927085891015,0.658,0.4695878748690433,1.0
tgk,lit,0.8859113721689758,20.316883,0.10746531727685127,0.1959811630876604,0.3776,0.4701947138604378,0.4818433880416797
urd,lit,0.356778916410258,22.04212,0.10950340492339383,0.25206416556264594,0.4681,0.451355871080802,0.03768607418437209
aze,lit,0.3344001299341512,20.99118,0.0733737344350418,0.1746289183542852,0.658,0.4996793539986099,1.0
tat,lit,0.2979759697811707,23.523798,0.07738975285744609,0.19128121194695658,0.3776,0.4930915628424544,0.5555842632985859
amh,lit,0.2557803972242186,22.819546,0.09617705194829218,0.27286047763446497,0.572,0.49303110158073915,0.9309243772639864
hau,lit,0.1653607748401291,21.256413,0.11163541616804118,0.2608324006353866,0.3776,0.49856649964621347,0.6884709986136577
kat,lit,0.1072650416759642,20.318571,0.09608883863550521,0.1095567096720089,0.2804,0.4990551030002826,0.17168284066007777
mar,lit,1.6492885455692643,21.613567,0.10746954424962918,0.296400856566261,0.6019,0.46449041833268095,0.5508027369080095
uig,lit,0.1051077718562222,22.670883,0.11067115224755375,0.30782345017587953,0.3776,0.5145531567655819,0.9570725817271142
lav,lav,46.84145890614013,0.0004472136,0.0,6.54151350817939e-21,0.0,0.0,0.0
tuk,lav,20.55206895522847,21.768925,0.07287053397471333,0.17324864152973957,0.3776,0.5017850476355636,0.9493431485226297
lit,lav,15.74707106036278,12.800504,0.055138414284856,0.013202857665401024,0.0,0.27983670657533916,0.38520638611868874
deu,lav,13.244083907322327,22.964546,0.07936464125832232,0.06510785409971856,0.0,0.47746189510134945,0.9549461299599354
zul,lav,12.20526067246452,24.1469,0.08818524112596471,0.4801942891535172,0.0,0.49108971509430005,0.9147111453802174
ibo,lav,11.575468775149256,20.998142,0.1037819787491352,0.2771405624637143,0.0,0.5024495401720017,0.6842166518759911
est,lav,10.4855415612905,23.156673,0.0523211033310248,0.012390956022266163,0.658,0.47710853838363954,0.46041863732882227
ces,lav,9.207954053919613,16.435484,0.05178005683435971,0.05465706580291063,0.0,0.41271362215249296,0.7617529977141293
rus,lav,8.655565803926587,15.6107645,0.06396192600315165,0.1565280276443311,0.3498,0.42282108123750434,0.93337559331168
mlt,lav,8.613111210134331,21.963251,0.05832204450861911,0.1579738115272416,0.0,0.5108121933692609,0.9447531896940512
kaz,lav,8.463501692222387,23.420668,0.13106855456339717,0.16644372303874885,0.3776,0.49578970572804343,0.42748984903695997
ron,lav,8.016549841898494,20.50043,0.06344270383190243,0.06224385464791894,0.0,0.4569710265009867,0.7338637705568622
gla,lav,51.31579736331515,22.00829,0.08522299631465402,0.11550471084839176,0.2566,0.4861156001162815,0.8836289043746454
ben,lit,1.6529516549205705,19.719362,0.09695562299424287,0.3120001811106379,0.6185,0.45873268415500257,0.21384106256428603
hin,lit,1.6627483809696568,21.330124,0.09278509427631054,0.29567894012172813,0.4287,0.45529010025598227,0.2550780376548455
sme,lit,1.66302713608491,22.94978,0.09151651692751273,0.058809558110032266,0.0,0.4869750994550419,0.9646572156880283
hrv,lit,3.222912525978637,21.72163,0.05984430006868424,0.06563684194852454,0.0,0.42107568530907896,0.9485980054559278
fin,lit,3.201104332030265,22.915936,0.08037215745706927,0.05386418425829858,0.0,0.4945138415310262,0.6293539842664819
tha,lit,3.137532974268821,24.031214,0.12995730795246851,0.3940700757069213,0.6327,0.4923034668629878,0.21203881758418675
ell,lit,3.130999706401941,20.0347,0.07992795284295007,0.10306955458657932,0.2736,0.4811100843713237,0.1340832962224331
glg,lit,3.055559401398137,25.501936,0.08624253919709057,0.13624686861722438,0.0,0.4635720149376284,0.013499801473507711
mon,lit,3.0226129780124715,20.546661,0.09208505445361059,0.26775477945656906,0.5253,0.5059865534647237,1.0
khm,lit,2.943813836242453,23.599781,0.12135708298812098,0.40734436791812273,0.6502,0.48878930972710377,0.9476857027861008
tur,lit,2.8735275290187268,21.985012,0.0762961276145826,0.10266259049967404,0.0,0.4940780325078634,0.6541879889827612
tam,lit,2.724449429663592,22.474659,0.10836768197887392,0.3002919291541828,0.6022,0.49849679586817663,0.20975358883770856
kur,lit,2.660944977803497,17.429468,0.10065831668713099,0.11724291064749778,0.3776,0.46958266838474455,1.0
bos,lit,2.605513910396303,21.72388,0.059915709678885154,0.07565141188796,0.0,0.43268488630099283,0.5716157595814141
xho,lit,2.448232299187419,23.143772,0.10269673289645287,0.47413832595553207,0.0,0.49805403302157025,0.9897455391082689
eus,lit,2.435810911653896,21.271734,0.10648752547541784,0.12949030950941512,0.0,0.49763871747964517,0.5261967975217556
kin,lit,2.4047754441684246,23.333162,0.11551735993216761,0.326294206541251,0.0,0.5009823090118959,0.9630427977281875
tel,lit,2.337128442332856,20.605335,0.08973892634284186,0.295667950669925,0.5096,0.48398932780537834,0.4823889808148115
ara,lit,2.1962097703572927,23.715778,0.08849626565489,0.15652168001568006,0.5335,0.506251122052098,0.8253195626309947
kor,lit,2.1791246126995785,20.948515,0.11360465773820949,0.36309314479371063,0.2566,0.5042269496616092,0.6899649354376692
mya,lit,2.0565986463274024,22.813234,0.11298175104436914,0.35551567885204494,0.6185,0.512713871599334,0.5098922230669469
sin,lit,2.033886135877512,22.393608,0.07861490529061221,0.3675077725760786,0.554,0.4847734728655078,0.8913062922051787
kan,lit,2.028585197076162,22.04865,0.10479358015551588,0.2964367604282957,0.554,0.4786811218679845,0.8481463261929252
